colour	x	y	key	showSelectedlegendcolour	showSelected2	fill
#00BFC4	1	1	initial	initial	-10	#00BFC4
#F8766D	1	1	improved	improved	-10	#F8766D
#00BFC4	1	1	initial	initial	-9.8	#00BFC4
#F8766D	1	1	improved	improved	-9.8	#F8766D
#00BFC4	1	1	initial	initial	-9.6	#00BFC4
#F8766D	1	1	improved	improved	-9.6	#F8766D
#00BFC4	1	1	initial	initial	-9.4	#00BFC4
#F8766D	1	1	improved	improved	-9.4	#F8766D
#00BFC4	1	1	initial	initial	-9.2	#00BFC4
#F8766D	1	1	improved	improved	-9.2	#F8766D
#00BFC4	1	1	initial	initial	-9	#00BFC4
#F8766D	1	1	improved	improved	-9	#F8766D
#00BFC4	1	1	initial	initial	-8.8	#00BFC4
#F8766D	1	1	improved	improved	-8.8	#F8766D
#00BFC4	0.998757763975155	1	initial	initial	-8.6	#00BFC4
#F8766D	1	1	improved	improved	-8.6	#F8766D
#00BFC4	0.998757763975155	1	initial	initial	-8.4	#00BFC4
#F8766D	1	1	improved	improved	-8.4	#F8766D
#00BFC4	0.998757763975155	1	initial	initial	-8.2	#00BFC4
#F8766D	1	1	improved	improved	-8.2	#F8766D
#00BFC4	0.998757763975155	1	initial	initial	-8	#00BFC4
#F8766D	1	1	improved	improved	-8	#F8766D
#00BFC4	0.997515527950311	1	initial	initial	-7.8	#00BFC4
#F8766D	1	1	improved	improved	-7.8	#F8766D
#00BFC4	0.996273291925466	1	initial	initial	-7.6	#00BFC4
#F8766D	0.998757763975155	1	improved	improved	-7.6	#F8766D
#00BFC4	0.996273291925466	1	initial	initial	-7.4	#00BFC4
#F8766D	0.998757763975155	1	improved	improved	-7.4	#F8766D
#00BFC4	0.993788819875776	1	initial	initial	-7.2	#00BFC4
#F8766D	0.995031055900621	1	improved	improved	-7.2	#F8766D
#00BFC4	0.992546583850932	1	initial	initial	-7	#00BFC4
#F8766D	0.993788819875776	1	improved	improved	-7	#F8766D
#00BFC4	0.990062111801242	1	initial	initial	-6.8	#00BFC4
#F8766D	0.986335403726708	1	improved	improved	-6.8	#F8766D
#00BFC4	0.986335403726708	1	initial	initial	-6.6	#00BFC4
#F8766D	0.981366459627329	1	improved	improved	-6.6	#F8766D
#00BFC4	0.981366459627329	1	initial	initial	-6.4	#00BFC4
#F8766D	0.97639751552795	1	improved	improved	-6.4	#F8766D
#00BFC4	0.975155279503106	1	initial	initial	-6.2	#00BFC4
#F8766D	0.975155279503106	1	improved	improved	-6.2	#F8766D
#00BFC4	0.968944099378882	0.997933884297521	initial	initial	-6	#00BFC4
#F8766D	0.967701863354037	1	improved	improved	-6	#F8766D
#00BFC4	0.965217391304348	0.995867768595041	initial	initial	-5.8	#00BFC4
#F8766D	0.965217391304348	1	improved	improved	-5.8	#F8766D
#00BFC4	0.962732919254658	0.995867768595041	initial	initial	-5.6	#00BFC4
#F8766D	0.962732919254658	1	improved	improved	-5.6	#F8766D
#00BFC4	0.960248447204969	0.991735537190083	initial	initial	-5.4	#00BFC4
#F8766D	0.961490683229814	1	improved	improved	-5.4	#F8766D
#00BFC4	0.960248447204969	0.991735537190083	initial	initial	-5.2	#00BFC4
#F8766D	0.960248447204969	0.997933884297521	improved	improved	-5.2	#F8766D
#00BFC4	0.956521739130435	0.989669421487603	initial	initial	-5	#00BFC4
#F8766D	0.95527950310559	0.995867768595041	improved	improved	-5	#F8766D
#00BFC4	0.954037267080745	0.985537190082645	initial	initial	-4.8	#00BFC4
#F8766D	0.951552795031056	0.993801652892562	improved	improved	-4.8	#F8766D
#00BFC4	0.947826086956522	0.985537190082645	initial	initial	-4.6	#00BFC4
#F8766D	0.945341614906832	0.989669421487603	improved	improved	-4.6	#F8766D
#00BFC4	0.945341614906832	0.985537190082645	initial	initial	-4.4	#00BFC4
#F8766D	0.927950310559006	0.987603305785124	improved	improved	-4.4	#F8766D
#00BFC4	0.939130434782609	0.983471074380165	initial	initial	-4.2	#00BFC4
#F8766D	0.924223602484472	0.981404958677686	improved	improved	-4.2	#F8766D
#00BFC4	0.925465838509317	0.983471074380165	initial	initial	-4	#00BFC4
#F8766D	0.91055900621118	0.975206611570248	improved	improved	-4	#F8766D
#00BFC4	0.919254658385093	0.96900826446281	initial	initial	-3.8	#00BFC4
#F8766D	0.903105590062112	0.96900826446281	improved	improved	-3.8	#F8766D
#00BFC4	0.903105590062112	0.958677685950413	initial	initial	-3.6	#00BFC4
#F8766D	0.86583850931677	0.962809917355372	improved	improved	-3.6	#F8766D
#00BFC4	0.883229813664596	0.948347107438017	initial	initial	-3.4	#00BFC4
#F8766D	0.855900621118012	0.958677685950413	improved	improved	-3.4	#F8766D
#00BFC4	0.854658385093168	0.935950413223141	initial	initial	-3.2	#00BFC4
#F8766D	0.836024844720497	0.954545454545455	improved	improved	-3.2	#F8766D
#00BFC4	0.824844720496894	0.933884297520661	initial	initial	-3	#00BFC4
#F8766D	0.808695652173913	0.950413223140496	improved	improved	-3	#F8766D
#00BFC4	0.8	0.925619834710744	initial	initial	-2.8	#00BFC4
#F8766D	0.788819875776398	0.935950413223141	improved	improved	-2.8	#F8766D
#00BFC4	0.77888198757764	0.925619834710744	initial	initial	-2.6	#00BFC4
#F8766D	0.765217391304348	0.923553719008264	improved	improved	-2.6	#F8766D
#00BFC4	0.742857142857143	0.917355371900826	initial	initial	-2.4	#00BFC4
#F8766D	0.744099378881988	0.909090909090909	improved	improved	-2.4	#F8766D
#00BFC4	0.683229813664596	0.909090909090909	initial	initial	-2.2	#00BFC4
#F8766D	0.683229813664596	0.892561983471074	improved	improved	-2.2	#F8766D
#00BFC4	0.655900621118012	0.890495867768595	initial	initial	-2	#00BFC4
#F8766D	0.643478260869565	0.884297520661157	improved	improved	-2	#F8766D
#00BFC4	0.627329192546584	0.878099173553719	initial	initial	-1.8	#00BFC4
#F8766D	0.604968944099379	0.871900826446281	improved	improved	-1.8	#F8766D
#00BFC4	0.57888198757764	0.871900826446281	initial	initial	-1.6	#00BFC4
#F8766D	0.567701863354037	0.861570247933884	improved	improved	-1.6	#F8766D
#00BFC4	0.509316770186335	0.865702479338843	initial	initial	-1.4	#00BFC4
#F8766D	0.485714285714286	0.853305785123967	improved	improved	-1.4	#F8766D
#00BFC4	0.403726708074534	0.853305785123967	initial	initial	-1.2	#00BFC4
#F8766D	0.404968944099379	0.836776859504132	improved	improved	-1.2	#F8766D
#00BFC4	0.367701863354037	0.84297520661157	initial	initial	-1	#00BFC4
#F8766D	0.365217391304348	0.826446280991736	improved	improved	-1	#F8766D
#00BFC4	0.31055900621118	0.84297520661157	initial	initial	-0.799999999999999	#00BFC4
#F8766D	0.298136645962733	0.816115702479339	improved	improved	-0.799999999999999	#F8766D
#00BFC4	0.270807453416149	0.838842975206612	initial	initial	-0.6	#00BFC4
#F8766D	0.259627329192547	0.789256198347108	improved	improved	-0.6	#F8766D
#00BFC4	0.197515527950311	0.836776859504132	initial	initial	-0.399999999999999	#00BFC4
#F8766D	0.193788819875776	0.764462809917355	improved	improved	-0.399999999999999	#F8766D
#00BFC4	0.106832298136646	0.830578512396694	initial	initial	-0.199999999999999	#00BFC4
#F8766D	0.0782608695652174	0.743801652892562	improved	improved	-0.199999999999999	#F8766D
#00BFC4	0.0683229813664596	0.840909090909091	initial	initial	0	#00BFC4
#F8766D	0.0583850931677019	0.739669421487603	improved	improved	0	#F8766D
#00BFC4	0.0770186335403727	0.799586776859504	initial	initial	0.200000000000001	#00BFC4
#F8766D	0.053416149068323	0.714876033057851	improved	improved	0.200000000000001	#F8766D
#00BFC4	0.100621118012422	0.733471074380165	initial	initial	0.4	#00BFC4
#F8766D	0.0546583850931677	0.700413223140496	improved	improved	0.4	#F8766D
#00BFC4	0.0968944099378882	0.679752066115703	initial	initial	0.600000000000001	#00BFC4
#F8766D	0.0397515527950311	0.671487603305785	improved	improved	0.600000000000001	#F8766D
#00BFC4	0.0819875776397516	0.632231404958678	initial	initial	0.800000000000001	#00BFC4
#F8766D	0.0484472049689441	0.619834710743802	improved	improved	0.800000000000001	#F8766D
#00BFC4	0.0683229813664596	0.578512396694215	initial	initial	1	#00BFC4
#F8766D	0.0670807453416149	0.590909090909091	improved	improved	1	#F8766D
#00BFC4	0.0906832298136646	0.545454545454545	initial	initial	1.2	#00BFC4
#F8766D	0.0434782608695652	0.578512396694215	improved	improved	1.2	#F8766D
#00BFC4	0.0906832298136646	0.522727272727273	initial	initial	1.4	#00BFC4
#F8766D	0.0571428571428571	0.539256198347108	improved	improved	1.4	#F8766D
#00BFC4	0.0919254658385093	0.497933884297521	initial	initial	1.6	#00BFC4
#F8766D	0.0509316770186335	0.510330578512397	improved	improved	1.6	#F8766D
#00BFC4	0.0857142857142857	0.448347107438017	initial	initial	1.8	#00BFC4
#F8766D	0.0559006211180124	0.471074380165289	improved	improved	1.8	#F8766D
#00BFC4	0.0807453416149068	0.411157024793388	initial	initial	2	#00BFC4
#F8766D	0.093167701863354	0.446280991735537	improved	improved	2	#F8766D
#00BFC4	0.0807453416149068	0.382231404958678	initial	initial	2.2	#00BFC4
#F8766D	0.0968944099378882	0.411157024793388	improved	improved	2.2	#F8766D
#00BFC4	0.0795031055900621	0.34297520661157	initial	initial	2.4	#00BFC4
#F8766D	0.0782608695652174	0.37603305785124	improved	improved	2.4	#F8766D
