colour	x	y	key	showSelectedlegendcolour	showSelected2	fill
#00BFC4	1	1	initial	initial	-10	#00BFC4
#F8766D	1	1	improved	improved	-10	#F8766D
#00BFC4	1	1	initial	initial	-9.8	#00BFC4
#F8766D	1	1	improved	improved	-9.8	#F8766D
#00BFC4	1	1	initial	initial	-9.6	#00BFC4
#F8766D	1	1	improved	improved	-9.6	#F8766D
#00BFC4	0.998870056497175	1	initial	initial	-9.4	#00BFC4
#F8766D	0.998870056497175	1	improved	improved	-9.4	#F8766D
#00BFC4	0.998870056497175	1	initial	initial	-9.2	#00BFC4
#F8766D	0.998870056497175	1	improved	improved	-9.2	#F8766D
#00BFC4	0.998870056497175	1	initial	initial	-9	#00BFC4
#F8766D	0.998870056497175	1	improved	improved	-9	#F8766D
#00BFC4	0.99774011299435	1	initial	initial	-8.8	#00BFC4
#F8766D	0.99774011299435	1	improved	improved	-8.8	#F8766D
#00BFC4	0.996610169491525	1	initial	initial	-8.6	#00BFC4
#F8766D	0.99774011299435	1	improved	improved	-8.6	#F8766D
#00BFC4	0.993220338983051	1	initial	initial	-8.4	#00BFC4
#F8766D	0.99774011299435	1	improved	improved	-8.4	#F8766D
#00BFC4	0.992090395480226	1	initial	initial	-8.2	#00BFC4
#F8766D	0.99774011299435	1	improved	improved	-8.2	#F8766D
#00BFC4	0.992090395480226	1	initial	initial	-8	#00BFC4
#F8766D	0.99774011299435	1	improved	improved	-8	#F8766D
#00BFC4	0.992090395480226	1	initial	initial	-7.8	#00BFC4
#F8766D	0.99774011299435	1	improved	improved	-7.8	#F8766D
#00BFC4	0.988700564971751	1	initial	initial	-7.6	#00BFC4
#F8766D	0.994350282485876	1	improved	improved	-7.6	#F8766D
#00BFC4	0.986440677966102	1	initial	initial	-7.4	#00BFC4
#F8766D	0.992090395480226	1	improved	improved	-7.4	#F8766D
#00BFC4	0.986440677966102	1	initial	initial	-7.2	#00BFC4
#F8766D	0.989830508474576	1	improved	improved	-7.2	#F8766D
#00BFC4	0.985310734463277	1	initial	initial	-7	#00BFC4
#F8766D	0.987570621468927	1	improved	improved	-7	#F8766D
#00BFC4	0.983050847457627	1	initial	initial	-6.8	#00BFC4
#F8766D	0.984180790960452	1	improved	improved	-6.8	#F8766D
#00BFC4	0.983050847457627	1	initial	initial	-6.6	#00BFC4
#F8766D	0.984180790960452	1	improved	improved	-6.6	#F8766D
#00BFC4	0.980790960451978	1	initial	initial	-6.4	#00BFC4
#F8766D	0.979661016949153	1	improved	improved	-6.4	#F8766D
#00BFC4	0.979661016949153	1	initial	initial	-6.2	#00BFC4
#F8766D	0.978531073446328	1	improved	improved	-6.2	#F8766D
#00BFC4	0.976271186440678	1	initial	initial	-6	#00BFC4
#F8766D	0.977401129943503	1	improved	improved	-6	#F8766D
#00BFC4	0.972881355932203	0.998376623376623	initial	initial	-5.8	#00BFC4
#F8766D	0.974011299435028	0.998376623376623	improved	improved	-5.8	#F8766D
#00BFC4	0.968361581920904	0.996753246753247	initial	initial	-5.6	#00BFC4
#F8766D	0.972881355932203	0.998376623376623	improved	improved	-5.6	#F8766D
#00BFC4	0.966101694915254	0.991883116883117	initial	initial	-5.4	#00BFC4
#F8766D	0.970621468926554	0.998376623376623	improved	improved	-5.4	#F8766D
#00BFC4	0.96045197740113	0.987012987012987	initial	initial	-5.2	#00BFC4
#F8766D	0.966101694915254	0.99512987012987	improved	improved	-5.2	#F8766D
#00BFC4	0.953672316384181	0.983766233766234	initial	initial	-5	#00BFC4
#F8766D	0.963841807909604	0.991883116883117	improved	improved	-5	#F8766D
#00BFC4	0.945762711864407	0.978896103896104	initial	initial	-4.8	#00BFC4
#F8766D	0.953672316384181	0.988636363636364	improved	improved	-4.8	#F8766D
#00BFC4	0.940112994350283	0.972402597402597	initial	initial	-4.6	#00BFC4
#F8766D	0.948022598870056	0.982142857142857	improved	improved	-4.6	#F8766D
#00BFC4	0.931073446327684	0.967532467532468	initial	initial	-4.4	#00BFC4
#F8766D	0.944632768361582	0.980519480519481	improved	improved	-4.4	#F8766D
#00BFC4	0.925423728813559	0.965909090909091	initial	initial	-4.2	#00BFC4
#F8766D	0.938983050847458	0.974025974025974	improved	improved	-4.2	#F8766D
#00BFC4	0.908474576271187	0.952922077922078	initial	initial	-4	#00BFC4
#F8766D	0.929943502824859	0.965909090909091	improved	improved	-4	#F8766D
#00BFC4	0.899435028248588	0.946428571428571	initial	initial	-3.8	#00BFC4
#F8766D	0.885875706214689	0.962662337662338	improved	improved	-3.8	#F8766D
#00BFC4	0.87683615819209	0.941558441558442	initial	initial	-3.6	#00BFC4
#F8766D	0.861016949152542	0.956168831168831	improved	improved	-3.6	#F8766D
#00BFC4	0.861016949152542	0.939935064935065	initial	initial	-3.4	#00BFC4
#F8766D	0.831638418079096	0.952922077922078	improved	improved	-3.4	#F8766D
#00BFC4	0.812429378531073	0.935064935064935	initial	initial	-3.2	#00BFC4
#F8766D	0.803389830508475	0.948051948051948	improved	improved	-3.2	#F8766D
#00BFC4	0.792090395480226	0.931818181818182	initial	initial	-3	#00BFC4
#F8766D	0.751412429378531	0.941558441558442	improved	improved	-3	#F8766D
#00BFC4	0.752542372881356	0.930194805194805	initial	initial	-2.8	#00BFC4
#F8766D	0.725423728813559	0.933441558441558	improved	improved	-2.8	#F8766D
#00BFC4	0.717514124293785	0.926948051948052	initial	initial	-2.6	#00BFC4
#F8766D	0.699435028248588	0.930194805194805	improved	improved	-2.6	#F8766D
#00BFC4	0.666666666666667	0.920454545454545	initial	initial	-2.4	#00BFC4
#F8766D	0.633898305084746	0.925324675324675	improved	improved	-2.4	#F8766D
#00BFC4	0.624858757062147	0.912337662337662	initial	initial	-2.2	#00BFC4
#F8766D	0.572881355932203	0.913961038961039	improved	improved	-2.2	#F8766D
#00BFC4	0.576271186440678	0.909090909090909	initial	initial	-2	#00BFC4
#F8766D	0.519774011299435	0.905844155844156	improved	improved	-2	#F8766D
#00BFC4	0.507344632768362	0.904220779220779	initial	initial	-1.8	#00BFC4
#F8766D	0.458757062146893	0.902597402597403	improved	improved	-1.8	#F8766D
#00BFC4	0.458757062146893	0.900974025974026	initial	initial	-1.6	#00BFC4
#F8766D	0.389830508474576	0.900974025974026	improved	improved	-1.6	#F8766D
#00BFC4	0.4	0.899350649350649	initial	initial	-1.4	#00BFC4
#F8766D	0.315254237288136	0.896103896103896	improved	improved	-1.4	#F8766D
#00BFC4	0.336723163841808	0.897727272727273	initial	initial	-1.2	#00BFC4
#F8766D	0.264406779661017	0.88474025974026	improved	improved	-1.2	#F8766D
#00BFC4	0.275706214689266	0.891233766233766	initial	initial	-1	#00BFC4
#F8766D	0.207909604519774	0.878246753246753	improved	improved	-1	#F8766D
#00BFC4	0.227118644067797	0.88474025974026	initial	initial	-0.799999999999999	#00BFC4
#F8766D	0.16045197740113	0.863636363636364	improved	improved	-0.799999999999999	#F8766D
#00BFC4	0.189830508474576	0.87987012987013	initial	initial	-0.6	#00BFC4
#F8766D	0.0779661016949153	0.832792207792208	improved	improved	-0.6	#F8766D
#00BFC4	0.132203389830508	0.878246753246753	initial	initial	-0.399999999999999	#00BFC4
#F8766D	0.0485875706214689	0.808441558441558	improved	improved	-0.399999999999999	#F8766D
#00BFC4	0.0836158192090396	0.876623376623377	initial	initial	-0.199999999999999	#00BFC4
#F8766D	0.0485875706214689	0.790584415584416	improved	improved	-0.199999999999999	#F8766D
#00BFC4	0.0361581920903955	0.876623376623377	initial	initial	0	#00BFC4
#F8766D	0.0451977401129944	0.75487012987013	improved	improved	0	#F8766D
#00BFC4	0.0338983050847458	0.816558441558442	initial	initial	0.200000000000001	#00BFC4
#F8766D	0.0508474576271187	0.720779220779221	improved	improved	0.200000000000001	#F8766D
#00BFC4	0.0508474576271187	0.774350649350649	initial	initial	0.4	#00BFC4
#F8766D	0.0463276836158192	0.689935064935065	improved	improved	0.4	#F8766D
#00BFC4	0.0531073446327684	0.728896103896104	initial	initial	0.600000000000001	#00BFC4
#F8766D	0.0429378531073446	0.672077922077922	improved	improved	0.600000000000001	#F8766D
#00BFC4	0.0508474576271187	0.707792207792208	initial	initial	0.800000000000001	#00BFC4
#F8766D	0.0418079096045198	0.633116883116883	improved	improved	0.800000000000001	#F8766D
#00BFC4	0.0553672316384181	0.662337662337662	initial	initial	1	#00BFC4
#F8766D	0.0406779661016949	0.616883116883117	improved	improved	1	#F8766D
#00BFC4	0.0587570621468927	0.61525974025974	initial	initial	1.2	#00BFC4
#F8766D	0.0451977401129944	0.587662337662338	improved	improved	1.2	#F8766D
#00BFC4	0.0621468926553672	0.584415584415584	initial	initial	1.4	#00BFC4
#F8766D	0.0440677966101695	0.538961038961039	improved	improved	1.4	#F8766D
#00BFC4	0.0632768361581921	0.522727272727273	initial	initial	1.6	#00BFC4
#F8766D	0.0214689265536723	0.488636363636364	improved	improved	1.6	#F8766D
#00BFC4	0.0564971751412429	0.477272727272727	initial	initial	1.8	#00BFC4
#F8766D	0.0225988700564972	0.459415584415584	improved	improved	1.8	#F8766D
#00BFC4	0.0406779661016949	0.407467532467533	initial	initial	2	#00BFC4
#F8766D	0.0282485875706215	0.392857142857143	improved	improved	2	#F8766D
#00BFC4	0.0361581920903955	0.373376623376623	initial	initial	2.2	#00BFC4
#F8766D	0.0259887005649718	0.352272727272727	improved	improved	2.2	#F8766D
