colour	x	y	key	showSelectedlegendcolour	showSelected2	fill
#00BFC4	1	1	initial	initial	-10	#00BFC4
#F8766D	1	1	improved	improved	-10	#F8766D
#00BFC4	1	1	initial	initial	-9.8	#00BFC4
#F8766D	1	1	improved	improved	-9.8	#F8766D
#00BFC4	1	1	initial	initial	-9.6	#00BFC4
#F8766D	1	1	improved	improved	-9.6	#F8766D
#00BFC4	1	1	initial	initial	-9.4	#00BFC4
#F8766D	1	1	improved	improved	-9.4	#F8766D
#00BFC4	1	1	initial	initial	-9.2	#00BFC4
#F8766D	1	1	improved	improved	-9.2	#F8766D
#00BFC4	1	1	initial	initial	-9	#00BFC4
#F8766D	1	1	improved	improved	-9	#F8766D
#00BFC4	1	1	initial	initial	-8.8	#00BFC4
#F8766D	1	1	improved	improved	-8.8	#F8766D
#00BFC4	1	1	initial	initial	-8.6	#00BFC4
#F8766D	1	1	improved	improved	-8.6	#F8766D
#00BFC4	1	1	initial	initial	-8.4	#00BFC4
#F8766D	1	1	improved	improved	-8.4	#F8766D
#00BFC4	1	1	initial	initial	-8.2	#00BFC4
#F8766D	1	1	improved	improved	-8.2	#F8766D
#00BFC4	1	1	initial	initial	-8	#00BFC4
#F8766D	1	1	improved	improved	-8	#F8766D
#00BFC4	1	1	initial	initial	-7.8	#00BFC4
#F8766D	1	1	improved	improved	-7.8	#F8766D
#00BFC4	1	1	initial	initial	-7.6	#00BFC4
#F8766D	1	1	improved	improved	-7.6	#F8766D
#00BFC4	1	1	initial	initial	-7.4	#00BFC4
#F8766D	1	1	improved	improved	-7.4	#F8766D
#00BFC4	1	1	initial	initial	-7.2	#00BFC4
#F8766D	1	1	improved	improved	-7.2	#F8766D
#00BFC4	1	1	initial	initial	-7	#00BFC4
#F8766D	1	1	improved	improved	-7	#F8766D
#00BFC4	1	1	initial	initial	-6.8	#00BFC4
#F8766D	1	1	improved	improved	-6.8	#F8766D
#00BFC4	1	1	initial	initial	-6.6	#00BFC4
#F8766D	1	1	improved	improved	-6.6	#F8766D
#00BFC4	1	1	initial	initial	-6.4	#00BFC4
#F8766D	1	1	improved	improved	-6.4	#F8766D
#00BFC4	1	1	initial	initial	-6.2	#00BFC4
#F8766D	1	1	improved	improved	-6.2	#F8766D
#00BFC4	1	1	initial	initial	-6	#00BFC4
#F8766D	1	1	improved	improved	-6	#F8766D
#00BFC4	1	1	initial	initial	-5.8	#00BFC4
#F8766D	1	1	improved	improved	-5.8	#F8766D
#00BFC4	1	1	initial	initial	-5.6	#00BFC4
#F8766D	1	1	improved	improved	-5.6	#F8766D
#00BFC4	0.982142857142857	1	initial	initial	-5.4	#00BFC4
#F8766D	0.952380952380952	1	improved	improved	-5.4	#F8766D
#00BFC4	0.976190476190476	1	initial	initial	-5.2	#00BFC4
#F8766D	0.952380952380952	1	improved	improved	-5.2	#F8766D
#00BFC4	0.976190476190476	1	initial	initial	-5	#00BFC4
#F8766D	0.928571428571429	1	improved	improved	-5	#F8766D
#00BFC4	0.976190476190476	1	initial	initial	-4.8	#00BFC4
#F8766D	0.928571428571429	1	improved	improved	-4.8	#F8766D
#00BFC4	0.946428571428571	1	initial	initial	-4.6	#00BFC4
#F8766D	0.928571428571429	1	improved	improved	-4.6	#F8766D
#00BFC4	0.946428571428571	1	initial	initial	-4.4	#00BFC4
#F8766D	0.928571428571429	1	improved	improved	-4.4	#F8766D
#00BFC4	0.946428571428571	1	initial	initial	-4.2	#00BFC4
#F8766D	0.928571428571429	1	improved	improved	-4.2	#F8766D
#00BFC4	0.940476190476191	1	initial	initial	-4	#00BFC4
#F8766D	0.898809523809524	1	improved	improved	-4	#F8766D
#00BFC4	0.880952380952381	1	initial	initial	-3.8	#00BFC4
#F8766D	0.892857142857143	1	improved	improved	-3.8	#F8766D
#00BFC4	0.880952380952381	1	initial	initial	-3.6	#00BFC4
#F8766D	0.863095238095238	1	improved	improved	-3.6	#F8766D
#00BFC4	0.857142857142857	1	initial	initial	-3.4	#00BFC4
#F8766D	0.863095238095238	1	improved	improved	-3.4	#F8766D
#00BFC4	0.785714285714286	1	initial	initial	-3.2	#00BFC4
#F8766D	0.761904761904762	1	improved	improved	-3.2	#F8766D
#00BFC4	0.744047619047619	1	initial	initial	-3	#00BFC4
#F8766D	0.761904761904762	1	improved	improved	-3	#F8766D
#00BFC4	0.678571428571429	1	initial	initial	-2.8	#00BFC4
#F8766D	0.732142857142857	1	improved	improved	-2.8	#F8766D
#00BFC4	0.619047619047619	1	initial	initial	-2.6	#00BFC4
#F8766D	0.702380952380952	1	improved	improved	-2.6	#F8766D
#00BFC4	0.619047619047619	1	initial	initial	-2.4	#00BFC4
#F8766D	0.625	1	improved	improved	-2.4	#F8766D
#00BFC4	0.583333333333333	1	initial	initial	-2.2	#00BFC4
#F8766D	0.613095238095238	0.969230769230769	improved	improved	-2.2	#F8766D
#00BFC4	0.55952380952381	1	initial	initial	-2	#00BFC4
#F8766D	0.553571428571429	0.969230769230769	improved	improved	-2	#F8766D
#00BFC4	0.5	1	initial	initial	-1.8	#00BFC4
#F8766D	0.505952380952381	0.969230769230769	improved	improved	-1.8	#F8766D
#00BFC4	0.43452380952381	1	initial	initial	-1.6	#00BFC4
#F8766D	0.476190476190476	0.969230769230769	improved	improved	-1.6	#F8766D
#00BFC4	0.380952380952381	1	initial	initial	-1.4	#00BFC4
#F8766D	0.416666666666667	0.969230769230769	improved	improved	-1.4	#F8766D
#00BFC4	0.339285714285714	1	initial	initial	-1.2	#00BFC4
#F8766D	0.351190476190476	0.969230769230769	improved	improved	-1.2	#F8766D
#00BFC4	0.261904761904762	1	initial	initial	-1	#00BFC4
#F8766D	0.333333333333333	0.969230769230769	improved	improved	-1	#F8766D
#00BFC4	0.232142857142857	1	initial	initial	-0.799999999999999	#00BFC4
#F8766D	0.303571428571429	0.969230769230769	improved	improved	-0.799999999999999	#F8766D
#00BFC4	0.178571428571429	1	initial	initial	-0.6	#00BFC4
#F8766D	0.244047619047619	0.938461538461539	improved	improved	-0.6	#F8766D
#00BFC4	0.148809523809524	1	initial	initial	-0.399999999999999	#00BFC4
#F8766D	0.208333333333333	0.938461538461539	improved	improved	-0.399999999999999	#F8766D
#00BFC4	0.113095238095238	1	initial	initial	-0.199999999999999	#00BFC4
#F8766D	0.196428571428571	0.938461538461539	improved	improved	-0.199999999999999	#F8766D
#00BFC4	0.0714285714285714	1	initial	initial	0	#00BFC4
#F8766D	0.136904761904762	0.938461538461539	improved	improved	0	#F8766D
#00BFC4	0.0773809523809524	0.938461538461539	initial	initial	0.200000000000001	#00BFC4
#F8766D	0.119047619047619	0.907692307692308	improved	improved	0.200000000000001	#F8766D
#00BFC4	0.0773809523809524	0.784615384615385	initial	initial	0.4	#00BFC4
#F8766D	0.107142857142857	0.892307692307692	improved	improved	0.4	#F8766D
#00BFC4	0.0892857142857143	0.753846153846154	initial	initial	0.600000000000001	#00BFC4
#F8766D	0.0833333333333333	0.892307692307692	improved	improved	0.600000000000001	#F8766D
#00BFC4	0.0595238095238095	0.630769230769231	initial	initial	0.800000000000001	#00BFC4
#F8766D	0.0357142857142857	0.846153846153846	improved	improved	0.800000000000001	#F8766D
#00BFC4	0.0595238095238095	0.6	initial	initial	1	#00BFC4
#F8766D	0.0595238095238095	0.615384615384615	improved	improved	1	#F8766D
#00BFC4	0.0595238095238095	0.6	initial	initial	1.2	#00BFC4
#F8766D	0.0595238095238095	0.584615384615385	improved	improved	1.2	#F8766D
#00BFC4	0.0773809523809524	0.492307692307692	initial	initial	1.4	#00BFC4
#F8766D	0.0535714285714286	0.584615384615385	improved	improved	1.4	#F8766D
#00BFC4	0.0892857142857143	0.369230769230769	initial	initial	1.6	#00BFC4
#F8766D	0.0535714285714286	0.553846153846154	improved	improved	1.6	#F8766D
#00BFC4	0.107142857142857	0.369230769230769	initial	initial	1.8	#00BFC4
#F8766D	0.0535714285714286	0.476923076923077	improved	improved	1.8	#F8766D
#00BFC4	0.107142857142857	0.369230769230769	initial	initial	2	#00BFC4
#F8766D	0.0535714285714286	0.384615384615385	improved	improved	2	#F8766D
#00BFC4	0.107142857142857	0.369230769230769	initial	initial	2.2	#00BFC4
#F8766D	0.0535714285714286	0.353846153846154	improved	improved	2.2	#F8766D
#00BFC4	0.107142857142857	0.276923076923077	initial	initial	2.4	#00BFC4
#F8766D	0.0535714285714286	0.353846153846154	improved	improved	2.4	#F8766D
#00BFC4	0.0833333333333333	0.215384615384615	initial	initial	2.6	#00BFC4
#F8766D	0.0178571428571429	0.323076923076923	improved	improved	2.6	#F8766D
#00BFC4	0.0476190476190476	0.2	initial	initial	2.8	#00BFC4
#F8766D	0.0119047619047619	0.261538461538462	improved	improved	2.8	#F8766D
#00BFC4	0.0476190476190476	0.123076923076923	initial	initial	3	#00BFC4
#F8766D	0	0.169230769230769	improved	improved	3	#F8766D
#00BFC4	0.0476190476190476	0.0769230769230769	initial	initial	3.2	#00BFC4
#F8766D	0	0.169230769230769	improved	improved	3.2	#F8766D
#00BFC4	0.00595238095238095	0.0307692307692308	initial	initial	3.4	#00BFC4
#F8766D	0	0.123076923076923	improved	improved	3.4	#F8766D
#00BFC4	0	0.0153846153846154	initial	initial	3.6	#00BFC4
#F8766D	0	0.123076923076923	improved	improved	3.6	#F8766D
#00BFC4	0	0.0153846153846154	initial	initial	3.8	#00BFC4
